persona,class_type,credit_price,current_streak,social_score,days_since_last_booking,prob,booked
Boxing Baddie,Lagree,7,49,0.5302884597080132,28,0.27811005695442315,0
Lagree Loyalist,Reformer Pilates,19,31,0.12662028724514585,7,0.3216874326053907,0
Mindful Muse,Lagree,7,45,0.10947566097511863,22,0.32164774073481206,1
Pilates Princess,Heated Mat Pilates,12,27,0.08943362650358044,19,0.32513258711157567,0
Boxing Baddie,Boxing,17,50,0.14743650681436493,18,0.34608753860970964,1
HIIT Hustler,Boxing,20,25,0.8432334913322753,14,0.1866342672319328,0
Pilates Princess,HIIT,13,47,0.09049592499438419,22,0.2973911547305906,0
Mindful Muse,Lagree,7,57,0.24535184407755728,16,0.420710047073263,0
HIIT Hustler,Heated Mat Pilates,7,46,0.7408025231781679,11,0.4586548130480413,1
Lagree Loyalist,Reformer Pilates,9,62,0.8812398969974103,23,0.48868791518427757,0
Pilates Princess,Heated Mat Pilates,17,46,0.04073337779557329,27,0.1885234157315134,0
Boxing Baddie,Boxing,14,69,0.817082108303301,19,0.5148808675712989,1
Lagree Loyalist,HIIT,14,18,0.6781547667490564,6,0.4827300875980301,1
Mindful Muse,Reformer Pilates,13,78,0.2080569591170841,15,0.3455230035887687,0
Mindful Muse,Lagree,12,80,0.19993968204480217,20,0.31002035785784715,0
Pilates Princess,Lagree,18,97,0.7489314012303578,25,0.3035321072347321,1
Mindful Muse,Heated Mat Pilates,13,64,0.49775143679986533,15,0.3527668049434121,0
Balanced Burner,Lagree,17,18,0.47355480398189775,10,0.24454265689145852,0
Boxing Baddie,Reformer Pilates,18,66,0.8807227689139214,29,0.17427336834348292,0
Pilates Princess,Boxing,17,80,0.7598707682039487,9,0.49248441211680416,0
Balanced Burner,Reformer Pilates,12,45,0.13389099720931807,18,0.2507093421290852,0
Mindful Muse,Lagree,18,77,0.4773308342698017,28,0.16979685579619014,0
Pilates Princess,Heated Mat Pilates,8,74,0.06061801279659784,10,0.5647122509024178,1
Balanced Burner,Lagree,9,79,0.8618813456822749,11,0.47092394278288713,1
Mindful Muse,Boxing,7,53,0.5005933414555367,1,0.6243931742001446,1
HIIT Hustler,Yoga Sculpt,13,93,0.11771648114199607,2,0.4865819585924079,1
HIIT Hustler,Lagree,18,90,0.6813735704547222,2,0.4241920390822338,0
Lagree Loyalist,HIIT,16,81,0.41128778199903426,26,0.292095719843451,1
HIIT Hustler,Lagree,13,86,0.37652991062158336,12,0.37167423055999005,0
Balanced Burner,Boxing,16,48,0.03380726091505648,1,0.3589653095404005,0
Boxing Baddie,Yoga Sculpt,12,26,0.18184397564729338,17,0.2341403848507473,0
HIIT Hustler,HIIT,14,55,0.8936871944151532,28,0.339192710137011,1
Pilates Princess,Heated Mat Pilates,16,43,0.08099295814659502,27,0.2018932092558508,0
Pilates Princess,HIIT,12,74,0.9011012273638356,18,0.4901389322478877,1
Pilates Princess,Reformer Pilates,18,76,0.6134150807240286,4,0.6998760181605181,0
HIIT Hustler,Boxing,8,43,0.14971086543308454,5,0.4640405062784847,1
HIIT Hustler,Yoga Sculpt,13,22,0.6966945796025796,6,0.3596251138274861,0
Lagree Loyalist,Reformer Pilates,8,89,0.1841122886799188,15,0.557856525252104,1
Boxing Baddie,Reformer Pilates,6,41,0.1785367898037351,25,0.274535491161555,0
Boxing Baddie,HIIT,6,63,0.645529904715778,7,0.5889835344620191,1
Mindful Muse,HIIT,9,33,0.982415928594237,13,0.45536076447784424,1
Lagree Loyalist,Reformer Pilates,19,98,0.38580392078538917,29,0.2396648839551144,0
Balanced Burner,Boxing,7,42,0.11763463729539769,19,0.31762463363478294,0
Pilates Princess,Heated Mat Pilates,16,83,0.9344040884902132,9,0.5379772260182497,0
HIIT Hustler,Lagree,15,87,0.1912489692535677,5,0.4052528149869182,0
Mindful Muse,Lagree,20,95,0.9849696596961726,1,0.4785102129468543,0
Mindful Muse,Yoga Sculpt,16,25,0.5216392178111442,18,0.3961951126639296,1
HIIT Hustler,HIIT,19,1,0.8932947009743917,12,0.3441145429936319,0
Lagree Loyalist,Lagree,13,12,0.2454013223592908,24,0.40209122375622763,0
Mindful Muse,Heated Mat Pilates,6,2,0.7857825863225119,22,0.34215916971770477,0
Boxing Baddie,Yoga Sculpt,18,99,0.8453097593734197,17,0.33707752142708775,1
Lagree Loyalist,Boxing,11,11,0.15186296615129358,14,0.35414188161698695,0
HIIT Hustler,HIIT,9,26,0.2714336860275537,2,0.6555284285823691,0
Lagree Loyalist,Lagree,13,13,0.1910310793724992,5,0.6291608758718296,0
Boxing Baddie,Reformer Pilates,8,73,0.8472328794976315,20,0.43551524877447734,0
Pilates Princess,Heated Mat Pilates,10,37,0.8374241573338044,24,0.40220453249439997,0
HIIT Hustler,Heated Mat Pilates,12,75,0.44235596178659065,19,0.2989520254532454,0
Boxing Baddie,HIIT,6,39,0.8213609262734864,11,0.5079194534308276,0
HIIT Hustler,Boxing,19,74,0.9332723436280792,9,0.31604266991518026,0
Boxing Baddie,Heated Mat Pilates,9,49,0.7427685413266499,25,0.29783772870960384,0
Boxing Baddie,HIIT,7,65,0.13748784886045007,26,0.28776657052906673,1
Mindful Muse,Heated Mat Pilates,9,94,0.8189661880826792,14,0.5178889799368633,0
Mindful Muse,Lagree,7,61,0.014775172118750457,14,0.42847154771917717,1
Mindful Muse,Boxing,16,9,0.2248659389977231,16,0.20815978770613502,0
Pilates Princess,HIIT,19,5,0.36659155390167164,17,0.23835775687567523,0
Pilates Princess,Heated Mat Pilates,7,54,0.04258632155708719,5,0.6180531893242202,0
Boxing Baddie,Lagree,15,41,0.047887842385603396,17,0.20471918322475077,0
Balanced Burner,Boxing,12,60,0.05892010094975564,22,0.22403172423677406,0
HIIT Hustler,Lagree,13,21,0.7911522956291606,3,0.39995459209052664,1
Mindful Muse,Lagree,17,46,0.09906507095222472,23,0.16876939938623042,0
HIIT Hustler,Boxing,16,18,0.4643140525382494,8,0.266059931637167,0
Boxing Baddie,HIIT,12,73,0.7569064213297167,2,0.568431167284709,0
Lagree Loyalist,HIIT,14,46,0.9194493519964367,16,0.4500842273306965,0
Boxing Baddie,Heated Mat Pilates,13,90,0.7395347391809164,22,0.34068735629023483,1
Pilates Princess,Boxing,17,91,0.6022334299309392,9,0.4865324370699847,0
Balanced Burner,Boxing,16,9,0.2629805037174505,17,0.1815166233461975,0
Lagree Loyalist,Boxing,13,44,0.7369544657531044,15,0.4511990233132724,1
HIIT Hustler,Reformer Pilates,11,59,0.03712611622335793,25,0.21318007736213151,0
Pilates Princess,Reformer Pilates,10,16,0.8113020284785811,24,0.5709310974170301,0
Mindful Muse,Yoga Sculpt,20,78,0.14671048393047537,17,0.37207721470116484,0
Lagree Loyalist,Reformer Pilates,20,42,0.5941003835755394,15,0.29785361439161356,0
Pilates Princess,Boxing,20,11,0.8441373807780151,12,0.3267478154651052,0
HIIT Hustler,Reformer Pilates,6,83,0.8841442494873555,20,0.4418254764750528,0
Boxing Baddie,Heated Mat Pilates,19,63,0.533328711297809,9,0.3023071004506172,0
HIIT Hustler,HIIT,7,79,0.36002584007230776,3,0.7596949388300525,1
Lagree Loyalist,Reformer Pilates,18,46,0.7255786126512617,14,0.36896656171029163,1
Lagree Loyalist,Yoga Sculpt,15,83,0.9130056139116425,16,0.5029508078280689,0
Boxing Baddie,Heated Mat Pilates,16,49,0.04962843899103442,10,0.26616148618120894,1
Lagree Loyalist,Lagree,6,26,0.40385316627687606,16,0.6835883600568358,1
Balanced Burner,Lagree,19,21,0.341563937210147,24,0.11789353157521296,0
Mindful Muse,Yoga Sculpt,14,90,0.5390112380995955,25,0.4466054924324193,0
Pilates Princess,HIIT,9,12,0.41095971418804844,23,0.3533102384861648,1
Boxing Baddie,Boxing,8,58,0.06590281724988334,21,0.4912387490006781,0
HIIT Hustler,Lagree,15,68,0.12500161209556826,20,0.21644589329918584,0
HIIT Hustler,HIIT,7,80,0.000562938312608563,14,0.6224990181589508,1
Mindful Muse,Reformer Pilates,12,97,0.8618981052281157,5,0.5785342522179722,0
Lagree Loyalist,Reformer Pilates,11,21,0.833667529603266,14,0.47207920550718524,1
Lagree Loyalist,Reformer Pilates,15,93,0.6033877175871151,15,0.489009928017128,1
HIIT Hustler,Lagree,15,66,0.30533705282647094,10,0.3216064717175409,0
Mindful Muse,Lagree,12,70,0.46746821342290645,16,0.3651657190456308,0
HIIT Hustler,HIIT,6,14,0.6636661418648261,26,0.4297429077030352,1
Lagree Loyalist,HIIT,6,70,0.765029859210397,2,0.7753930219902773,1
Boxing Baddie,Boxing,15,2,0.32347213260411845,27,0.21921207433900355,0
Pilates Princess,Yoga Sculpt,9,28,0.34821577744669685,12,0.4985269764424116,1
Lagree Loyalist,Boxing,10,5,0.9198356769408396,11,0.5104738191546441,0
Boxing Baddie,Reformer Pilates,16,48,0.23118106907926927,29,0.1321123624289743,0
Pilates Princess,Heated Mat Pilates,7,90,0.6559841117163625,20,0.5542832200476079,0
Balanced Burner,Heated Mat Pilates,16,64,0.9272443857238944,25,0.34709645814915546,1
Mindful Muse,Reformer Pilates,15,53,0.6529192910650712,17,0.2950811506184833,0
Boxing Baddie,Yoga Sculpt,19,33,0.29775734802650167,17,0.16463727294409466,1
Balanced Burner,Boxing,11,57,0.29320129923934146,6,0.42383750041057616,1
Lagree Loyalist,HIIT,17,7,0.6502230995666826,26,0.19562498061312672,1
Mindful Muse,Lagree,18,88,0.31620663342071065,2,0.4291016472840554,0
Boxing Baddie,Yoga Sculpt,7,14,0.7516457091361195,4,0.5104541898565733,0
Lagree Loyalist,Yoga Sculpt,12,37,0.9695529653353829,24,0.3817166611593227,0
Mindful Muse,Reformer Pilates,15,10,0.7753216898161882,22,0.20918065051660356,0
Mindful Muse,HIIT,18,72,0.7619819035233871,28,0.18194766267853493,0
Lagree Loyalist,Heated Mat Pilates,7,26,0.2645863591554499,3,0.6122433341965141,0
Lagree Loyalist,Heated Mat Pilates,6,76,0.7044936607994919,19,0.598854917299518,1
Boxing Baddie,Boxing,17,75,0.7463462641767488,3,0.6543403779491905,0
Mindful Muse,Boxing,14,10,0.848610456912556,11,0.3383723951937717,1
Boxing Baddie,Heated Mat Pilates,19,57,0.7764512117297652,10,0.30602388391501795,0
Mindful Muse,Yoga Sculpt,9,34,0.3767667306013862,27,0.4218232311178447,0
Boxing Baddie,Boxing,6,43,0.4291265224969256,29,0.44313787185252057,1
Lagree Loyalist,Lagree,19,56,0.9345550555049984,18,0.5470436991574802,1
Lagree Loyalist,HIIT,13,86,0.38989121278328687,16,0.47051792085923066,1
HIIT Hustler,Lagree,14,20,0.4459933887292521,18,0.2064919947107316,0
Boxing Baddie,Heated Mat Pilates,11,27,0.057317078842144875,2,0.39930987438727517,0
HIIT Hustler,Lagree,15,6,0.7405183760542792,10,0.26195259838242607,0
HIIT Hustler,Yoga Sculpt,17,76,0.33832058255149844,22,0.19364401332778497,0
Balanced Burner,Reformer Pilates,17,94,0.13226761301719525,28,0.14800687702583104,0
Mindful Muse,Lagree,15,34,0.9324961390638323,5,0.4321703691832386,0
Pilates Princess,Boxing,19,80,0.47148276764024477,27,0.22543693756094796,0
Balanced Burner,Lagree,17,87,0.2584693312807975,0,0.4139986936110439,1
Mindful Muse,Lagree,9,85,0.29367916668175686,9,0.5143639632139463,0
Pilates Princess,Boxing,7,73,0.9146315976191709,6,0.7235852269678684,1
HIIT Hustler,Heated Mat Pilates,13,79,0.5562850793148422,28,0.21079924825082588,0
Pilates Princess,Lagree,8,5,0.5586228679681535,23,0.38090975596412024,0
Lagree Loyalist,HIIT,18,11,0.09587686259066197,13,0.24149989801586771,0
Lagree Loyalist,Yoga Sculpt,11,0,0.30982807689366365,8,0.4269996451346786,0
Boxing Baddie,HIIT,20,15,0.6052605597759644,27,0.09864517068050876,0
Mindful Muse,HIIT,11,97,0.1411638944464806,12,0.43990824628745123,0
Balanced Burner,Heated Mat Pilates,6,62,0.584265060127693,25,0.5138163613234288,1
HIIT Hustler,Lagree,17,57,0.15454794496112378,20,0.1802528108614862,0
Mindful Muse,Yoga Sculpt,12,90,0.50198419111411,27,0.45779905825460815,0
HIIT Hustler,Yoga Sculpt,12,4,0.43655666552699257,4,0.35410739515080675,1
Lagree Loyalist,Yoga Sculpt,10,82,0.25924816260932104,9,0.5894153267040055,1
Balanced Burner,Lagree,7,10,0.40860922737130423,10,0.40433920387625233,1
Balanced Burner,Yoga Sculpt,9,36,0.7390072116296813,5,0.48293217489671164,1
Lagree Loyalist,Yoga Sculpt,12,62,0.31124809578603574,5,0.5677676206053109,0
Pilates Princess,Reformer Pilates,20,74,0.4009508131483702,12,0.5425159354534352,1
Balanced Burner,Reformer Pilates,20,7,0.61225646036248,28,0.09268163455430073,0
Pilates Princess,Yoga Sculpt,18,52,0.8113870165781069,20,0.3155482627388207,0
HIIT Hustler,Boxing,19,15,0.32621827378436974,17,0.14589904167218334,0
Balanced Burner,HIIT,11,94,0.1856768756309377,22,0.2780214947642099,0
Boxing Baddie,Boxing,14,10,0.9776018393703407,27,0.3119112616273705,1
Lagree Loyalist,Lagree,13,64,0.018163118706338244,1,0.7374773227732847,1
Pilates Princess,HIIT,19,46,0.5969452359133328,0,0.5021181418182358,1
Boxing Baddie,HIIT,10,80,0.3970294325656465,0,0.6031277799453733,0
HIIT Hustler,Lagree,12,48,0.006374402038853977,5,0.3841222370738007,0
HIIT Hustler,Lagree,8,24,0.46855281492658185,27,0.21730619746923785,0
Balanced Burner,Heated Mat Pilates,9,54,0.6148724670476388,23,0.4711475240801995,1
Balanced Burner,Heated Mat Pilates,12,25,0.8110416819580322,15,0.4895796351866934,0
Boxing Baddie,Heated Mat Pilates,6,33,0.33501034138620334,13,0.40963007652801486,1
Mindful Muse,Yoga Sculpt,14,1,0.916995301051675,19,0.42624164904704764,0
Mindful Muse,Boxing,12,15,0.9844390285282225,14,0.3598018237343461,1
Balanced Burner,Yoga Sculpt,14,30,0.6065211185112565,2,0.4041883372350559,0
Mindful Muse,Yoga Sculpt,12,21,0.7428476251623577,22,0.4410600646685461,1
Lagree Loyalist,Boxing,16,85,0.47461487321377405,27,0.2962475838481702,0
Boxing Baddie,Heated Mat Pilates,10,31,0.6681058315187386,27,0.22496783692621972,0
Lagree Loyalist,Boxing,6,69,0.5406043843363729,3,0.7400758129394167,1
Mindful Muse,Lagree,16,1,0.3879148910140474,22,0.16536573260363685,0
Balanced Burner,Yoga Sculpt,17,70,0.587258617062224,18,0.22551311402715563,0
Lagree Loyalist,Lagree,17,10,0.39340373705531106,8,0.5389315965557705,1
HIIT Hustler,Boxing,12,9,0.19940485407573827,15,0.23376393069614107,1
Balanced Burner,Heated Mat Pilates,15,15,0.9148052016604927,18,0.3892280002620712,0
Boxing Baddie,Lagree,16,50,0.40558215263455777,2,0.3947930113930242,1
Pilates Princess,Yoga Sculpt,14,0,0.0540330087137012,15,0.3009067976408313,1
Pilates Princess,Lagree,19,34,0.9490390294417789,24,0.2543622452745422,0
Balanced Burner,Heated Mat Pilates,8,38,0.1442033068744537,22,0.4484985528323296,0
Mindful Muse,Yoga Sculpt,16,73,0.28537468361790497,0,0.6619843845619663,1
Lagree Loyalist,Yoga Sculpt,20,58,0.7466265417881318,24,0.2519905405469931,0
Lagree Loyalist,Heated Mat Pilates,10,98,0.7901047815693593,24,0.5145116405439106,1
Balanced Burner,HIIT,15,76,0.9737266003630062,0,0.4930299465687549,0
HIIT Hustler,Reformer Pilates,8,77,0.27577733186865616,15,0.4089598899782342,0
Boxing Baddie,Heated Mat Pilates,6,75,0.9961853158828645,18,0.5232563714636204,0
Mindful Muse,Boxing,19,43,0.8415159459342348,20,0.20992233502492763,0
HIIT Hustler,Lagree,13,2,0.006406003988592035,6,0.2841276624338265,0
Balanced Burner,HIIT,12,37,0.7479185310623754,22,0.2403750448937406,0
Balanced Burner,Heated Mat Pilates,15,74,0.5395719565375624,5,0.5943244275260074,1
HIIT Hustler,Reformer Pilates,13,97,0.725823173009164,25,0.27027001879227147,0
Pilates Princess,Yoga Sculpt,17,24,0.2601982118795434,21,0.2386852936893009,0
Balanced Burner,Boxing,8,86,0.04998287183486161,29,0.2414025971289962,0
Boxing Baddie,Reformer Pilates,19,71,0.8412611998770877,10,0.34065663583134964,0
Mindful Muse,Reformer Pilates,10,63,0.6680328501104359,25,0.3090024953837816,1
HIIT Hustler,Boxing,12,26,0.6265035368928388,20,0.2332501831966239,0
Pilates Princess,Heated Mat Pilates,14,49,0.5499701320584773,10,0.4750170883479564,1
HIIT Hustler,Yoga Sculpt,11,3,0.5845680585962141,25,0.17746325508640692,0
Pilates Princess,Yoga Sculpt,8,61,0.4509044413861113,23,0.4354748773074776,1
Pilates Princess,Reformer Pilates,12,87,0.6254715565925836,13,0.7186420683732899,1
Boxing Baddie,Heated Mat Pilates,18,59,0.307256690008064,21,0.1816257268192155,0
Mindful Muse,Yoga Sculpt,12,62,0.8884325285172776,21,0.5293096121052897,1
Balanced Burner,Yoga Sculpt,17,12,0.8794897875361983,10,0.26189294459952656,0
Pilates Princess,Lagree,8,30,0.16659921818660417,27,0.319363075343269,1
Balanced Burner,Reformer Pilates,10,63,0.283102395280734,9,0.41336562062064597,1
Mindful Muse,HIIT,11,13,0.6846262931073865,24,0.24450276896719808,0
Balanced Burner,Reformer Pilates,6,83,0.2806025086752534,19,0.3939307198320549,1
Boxing Baddie,Heated Mat Pilates,6,85,0.07855397333018099,23,0.37151497848814824,1
Boxing Baddie,Boxing,9,75,0.4124619005076364,22,0.540220645909873,1
Lagree Loyalist,Boxing,15,66,0.04420129522989136,2,0.5136268189578954,1
Boxing Baddie,Yoga Sculpt,12,95,0.8842394131064906,21,0.39822168232264366,0
Pilates Princess,Yoga Sculpt,12,4,0.7940215516697937,20,0.3674924869350073,1
Mindful Muse,Lagree,13,95,0.5955606482411144,6,0.5170494522103879,0
Boxing Baddie,Yoga Sculpt,19,75,0.37241358103752575,27,0.1533203075607374,0
HIIT Hustler,Yoga Sculpt,16,91,0.12456375114907203,24,0.19692409684683654,0
Mindful Muse,Boxing,11,90,0.12087159915448142,8,0.47710318538854346,1
Pilates Princess,HIIT,18,86,0.5684589854535267,8,0.4685987549247117,0
Mindful Muse,Reformer Pilates,20,67,0.8960575747262214,25,0.18398523038030207,1
Boxing Baddie,Yoga Sculpt,12,68,0.1449534539585442,1,0.49361952811426035,0
HIIT Hustler,Heated Mat Pilates,17,44,0.9257099377917405,1,0.3954913606909273,0
Lagree Loyalist,HIIT,17,8,0.9147491199792288,1,0.5007123675148792,1
Pilates Princess,HIIT,11,8,0.8933470079675921,9,0.5390884513493472,1
Pilates Princess,Lagree,19,92,0.22575086656068433,19,0.2896417580321625,0
Mindful Muse,Heated Mat Pilates,10,56,0.9148064917423544,15,0.4382967721181086,1
Balanced Burner,HIIT,15,80,0.4784411656556641,10,0.3415335507251706,1
Balanced Burner,Reformer Pilates,11,82,0.42939211282501766,25,0.2513956965303125,0
HIIT Hustler,Heated Mat Pilates,15,65,0.6266281575149527,12,0.31929544180261127,0
Lagree Loyalist,Reformer Pilates,17,95,0.9317167833403927,8,0.5888056210969066,1
Lagree Loyalist,Lagree,9,53,0.4693670642620802,5,0.791768768577705,0
Mindful Muse,Lagree,17,14,0.9978996291983151,13,0.2835662193994596,0
Mindful Muse,Yoga Sculpt,12,1,0.07833974829669454,13,0.45694089807453214,0
Balanced Burner,Reformer Pilates,13,77,0.6083415523214892,18,0.2947348829439901,0
Boxing Baddie,Boxing,17,95,0.9544421010656756,27,0.43099838008811514,1
Lagree Loyalist,Reformer Pilates,13,48,0.8048033296598068,22,0.3838785203094068,1
Boxing Baddie,Lagree,9,89,0.2538422150451273,24,0.3335707729380707,1
Lagree Loyalist,Boxing,8,11,0.43467158860751376,25,0.32274243805644354,0
Boxing Baddie,Reformer Pilates,12,89,0.07645203100674147,21,0.2950932774532929,1
Boxing Baddie,Heated Mat Pilates,12,35,0.9763502041156362,12,0.3877393160676471,0
Lagree Loyalist,Yoga Sculpt,16,75,0.6507439355522261,25,0.32310175840525446,0
HIIT Hustler,Yoga Sculpt,8,96,0.4759025864686619,4,0.5926112611336202,0
HIIT Hustler,Heated Mat Pilates,6,89,0.03612686350749361,22,0.36675532559278534,0
Mindful Muse,HIIT,8,86,0.6618404862974672,14,0.510182640547355,0
Boxing Baddie,Boxing,19,12,0.15970796871608706,5,0.3817455030993712,0
Boxing Baddie,Boxing,8,36,0.08230619874443534,18,0.4812970053005332,1
Boxing Baddie,Reformer Pilates,11,39,0.024808649731332788,12,0.3064867810319749,1
Boxing Baddie,HIIT,7,91,0.9263006943850804,17,0.5429316132790866,0
Boxing Baddie,HIIT,9,33,0.6803713454357208,0,0.5540839916958643,0
Balanced Burner,Reformer Pilates,10,53,0.3145870884016797,3,0.47735952443685375,0
Pilates Princess,Boxing,11,82,0.06635075654434919,0,0.6371869427172817,1
Boxing Baddie,Lagree,15,88,0.8501196261502327,21,0.32454985553830124,0
Balanced Burner,Reformer Pilates,14,98,0.7200042995694191,23,0.25654603787085856,0
HIIT Hustler,Lagree,15,84,0.6317652054572818,23,0.2364087312549826,0
Boxing Baddie,Heated Mat Pilates,10,69,0.7510512089614271,1,0.6098128484492698,1
HIIT Hustler,Lagree,7,15,0.9540169922896157,23,0.2852035048786389,0
Mindful Muse,HIIT,12,23,0.12970520351065584,27,0.1794441559511024,0
Pilates Princess,HIIT,15,50,0.37191371878695667,24,0.2760694214737596,0
Lagree Loyalist,HIIT,16,15,0.04702253688798397,0,0.4178060091695144,0
Pilates Princess,Boxing,6,93,0.2562097853455807,2,0.7336273419406842,0
Boxing Baddie,Boxing,20,27,0.2845192508361848,25,0.2034709472964219,0
Boxing Baddie,Lagree,13,73,0.8475017230564607,6,0.5101863057783524,1
Pilates Princess,HIIT,12,16,0.6090793693611738,18,0.3833246771391229,0
Pilates Princess,Yoga Sculpt,19,83,0.10647084457853506,17,0.2886880111378818,0
Mindful Muse,Reformer Pilates,16,47,0.4396855482666514,1,0.43238529359182626,1
HIIT Hustler,HIIT,18,99,0.47765529267879503,1,0.6332759450205452,1
Lagree Loyalist,Boxing,13,23,0.2822182578641037,20,0.29179769754385143,0
Pilates Princess,Lagree,6,79,0.9314068103411031,16,0.6412292437899194,1
Lagree Loyalist,HIIT,11,19,0.5887720924893678,6,0.531274930290736,1
Pilates Princess,Lagree,19,54,0.34389650337509814,27,0.19340242592899393,0
HIIT Hustler,Reformer Pilates,10,25,0.977572019619699,9,0.40571009715129763,0
Lagree Loyalist,Lagree,18,28,0.7377105261236651,29,0.34901454898321266,0
Balanced Burner,Reformer Pilates,19,21,0.8815751973074007,19,0.16790791064755473,0
HIIT Hustler,HIIT,7,19,0.7775053452776657,28,0.4028152771780441,0
Lagree Loyalist,Boxing,13,95,0.42781495923461177,24,0.39572472316310453,1
Pilates Princess,Yoga Sculpt,15,28,0.08387398635424537,17,0.2956575097734799,1
Pilates Princess,HIIT,7,86,0.525627312564912,0,0.7563577755431866,0
HIIT Hustler,Reformer Pilates,7,56,0.3175140961317984,6,0.5068131354859994,1
HIIT Hustler,Boxing,14,97,0.04197589563394888,29,0.18566811814190076,0
Pilates Princess,Heated Mat Pilates,11,75,0.3035583220474579,4,0.6098731783016087,0
Lagree Loyalist,Heated Mat Pilates,8,82,0.928430014021247,8,0.7257286039381982,1
Balanced Burner,Heated Mat Pilates,14,16,0.12176796819097258,29,0.2398559154383673,0
Mindful Muse,HIIT,20,85,0.5184878710967928,4,0.38163721641633724,1
HIIT Hustler,Lagree,7,9,0.13128916307599514,15,0.30839933049397067,0
Pilates Princess,Yoga Sculpt,13,81,0.18600727738408251,14,0.4397944376754181,0
Lagree Loyalist,Boxing,9,68,0.450173927734266,4,0.6668793385187198,1
HIIT Hustler,Yoga Sculpt,18,0,0.7874739624942558,18,0.15397511035835856,0
Lagree Loyalist,Boxing,19,89,0.9979731199577928,22,0.3753773013908922,0
HIIT Hustler,HIIT,15,88,0.10133849412241414,6,0.5857446926113113,0
Pilates Princess,Reformer Pilates,7,76,0.1789128628360379,11,0.7612339315684474,1
Lagree Loyalist,HIIT,10,38,0.4862440720512623,25,0.3420316492021964,0
Pilates Princess,Heated Mat Pilates,18,45,0.36612876175311926,11,0.35848732944994083,0
Lagree Loyalist,Reformer Pilates,8,11,0.5835657689188589,26,0.33139985162181995,0
HIIT Hustler,Yoga Sculpt,14,19,0.6113012097314927,20,0.1972439412809824,0
Mindful Muse,HIIT,13,5,0.32421958126813444,0,0.4303772457031001,0
Mindful Muse,Lagree,11,17,0.9003503002679422,2,0.520523491991955,0
Balanced Burner,Lagree,20,1,0.31622303160826937,6,0.21414261889338126,0
Balanced Burner,Yoga Sculpt,18,72,0.10434068681231101,5,0.3103041422601306,1
Boxing Baddie,Reformer Pilates,20,32,0.3210664219279845,2,0.2785899345467132,0
Pilates Princess,Heated Mat Pilates,11,53,0.36137491403179045,18,0.4171916864895583,1
Lagree Loyalist,Lagree,14,0,0.4813269789823956,18,0.46724602015830125,1
Balanced Burner,Lagree,19,74,0.7998961153329783,4,0.35205208870303656,0
HIIT Hustler,HIIT,7,21,0.9785316239202668,3,0.717188779524651,1
Mindful Muse,Boxing,17,67,0.030864096160140186,4,0.3668732167788608,1
Lagree Loyalist,Yoga Sculpt,12,20,0.6971846196333582,5,0.5419786403208018,1
Boxing Baddie,Lagree,17,28,0.13314720450875972,7,0.2513497735711936,0
Mindful Muse,HIIT,16,19,0.9426902650104583,17,0.26135768265695664,0
Lagree Loyalist,Reformer Pilates,8,68,0.9612376515866322,25,0.5076850424819732,1
Balanced Burner,Boxing,8,50,0.3856217712038844,8,0.4565316433137951,1
Balanced Burner,Lagree,20,26,0.19466210534126538,23,0.11288536598193476,0
Pilates Princess,Yoga Sculpt,9,96,0.14373762832087222,20,0.45806594003280693,0
Boxing Baddie,HIIT,18,17,0.5644966314712961,26,0.11870492767615087,0
Lagree Loyalist,Reformer Pilates,20,21,0.3020910668247957,22,0.17497864110759737,0
Boxing Baddie,HIIT,10,40,0.3020451127905962,22,0.25181088133096136,0
HIIT Hustler,Heated Mat Pilates,10,36,0.6360678146117402,6,0.43605713726656953,1
Boxing Baddie,Yoga Sculpt,15,17,0.6399334481531501,29,0.13273000937287077,0
Balanced Burner,Yoga Sculpt,6,20,0.9535201777152047,1,0.5880853816325793,1
Pilates Princess,Boxing,15,5,0.2224675903038824,6,0.41004818065577964,0
Balanced Burner,Lagree,11,27,0.014905986548962247,0,0.44015618726013495,1
Mindful Muse,Boxing,16,1,0.1331716719392868,13,0.21913208594647784,1
Balanced Burner,HIIT,16,78,0.39936201143420036,21,0.21078645183870023,0
Lagree Loyalist,Reformer Pilates,20,10,0.6409523484732943,3,0.3809710645436211,0
Pilates Princess,Lagree,18,10,0.7363604216140524,2,0.46958265966684715,0
Lagree Loyalist,Yoga Sculpt,20,25,0.008554587288248872,28,0.11974288228366475,0
HIIT Hustler,HIIT,7,90,0.0555228819955067,17,0.6074621408305264,0
HIIT Hustler,Reformer Pilates,20,42,0.6862324033572262,6,0.26891580773641344,0
Balanced Burner,Boxing,20,86,0.09818868871901032,25,0.13118252448734583,0
Pilates Princess,Yoga Sculpt,7,55,0.31144960066189176,8,0.6155552925559359,0
Boxing Baddie,Reformer Pilates,18,7,0.0010664214613005374,25,0.08895458499704897,0
Pilates Princess,Boxing,14,62,0.059031789514178645,24,0.27279573715870936,0
Pilates Princess,HIIT,6,45,0.7767460042161637,17,0.5703729656231111,1
Pilates Princess,Reformer Pilates,7,58,0.7856415617839175,19,0.7256813820789202,1
Balanced Burner,Lagree,15,83,0.968393634959479,6,0.42690697719437476,0
Lagree Loyalist,Lagree,14,97,0.18269252214416187,21,0.5782553490902658,0
Balanced Burner,HIIT,9,25,0.8840492218720898,21,0.29322228579132936,0
